,N1,N2,N3,N4
document-sentence-token-level/max_size_aux_verbs,0.0,2.0,2.0,2.0
document-sentence-token-level/max_size_passive,0.0,0.0,0.0,1.0
document-sentence-token-level/max_size_named_entities,3.0,3.0,3.0,3.0
document-sentence-token-level/max_size_np_pp_modifiers,3.0,5.0,7.0,7.0
document-sentence-token-level/max_size_subordination,5.0,12.400000000000006,20.0,24.0
document-sentence-token-level/max_size_coordination,1.0,2.0,2.0,2.0
document-document-token-level/total_token_ratio_aux_verbs,0.0,0.01994029850746269,0.02404330312185297,0.02315574607062666
document-document-token-level/total_token_ratio_passive,0.0,0.0,0.0,0.00558427088008171
document-document-token-level/total_token_ratio_named_entities,0.09389042175798186,0.07187815618308892,0.06021679842579487,0.04744818044170626
document-document-token-level/total_token_ratio_subordination,0.1208147487362474,0.24006986899563318,0.3157340813195244,0.42315891241555464
document-document-token-level/ratio_clitic_per_token,0.031865671641791035,0.05241151659636897,0.03987410876371386,0.048765844692177325
document-document-token-level/ratio_post_clitic_pronouns_per_token,0.0,0.0,0.0,0.0
document-document-token-level/ratio_pre_clitic_pronouns_per_token,0.031865671641791035,0.05112205058563911,0.038541924313628496,0.04279823073597393
document-document-token-level/ratio_named_entities_per_token,0.049262295081967215,0.045729225023342666,0.03726920302921024,0.030542973453357034
document-document-token-level/ratio_aux_verbs_per_token,0.0,0.009970149253731344,0.011855742296918768,0.011258241972611292
document-document-token-level/ratio_subordination_per_token,0.024631147540983608,0.041109337975724164,0.05124082865774709,0.06405346187554778
document-document-token-level/ratio_passive_per_token,0.0,0.0,0.0,0.002792135440040855
document-document-token-level/sophisticated_ratio,0.5099194220616838,0.42054871220604706,0.4122470847778128,0.4293587361680747
document-document-token-level/concrete_ratio,0.3856497175141243,0.4341540073336826,0.4362184663897862,0.43045919222389817
document-document-token-level/hapax_legomena_lemma_ratio,0.42263103089205134,0.2598788198103267,0.29261544394100064,0.2609016868400721
document-document-token-level/ratio_aux_verbs_per_verb,0.0,0.1,0.12841642228739003,0.10282131661442008
document-document-token-level/ratio_subordination_per_verb,0.3025,0.4849171752397559,0.5600694444444445,0.5907754010695188
document-document-token-level/ratio_passive_per_verb,0.0,0.0,0.0,0.02077205882352941
document-document-token-level/ratio_coordination_per_token,0.029858156028368794,0.030101752402487282,0.03017540532852944,0.030464916135647842
document-document-token-level/total_token_ratio_coordination,0.034122932407596486,0.036610905376069466,0.036461647225167905,0.03407718489240228
sentence-sentence-sentence-level/parse_depth,3.0,4.0,4.0,5.0
sentence-sentence-sentence-level/words_after_verb,2.0,2.0,2.0,2.0
sentence-sentence-sentence-level/words_before_verb,1.0,1.0,2.0,2.0
sentence-sentence-sentence-level/sentence_length,8.0,11.0,13.0,15.0
document-document-document-level/word_count,71.6,177.4,219.3,281.95
document-document-document-level/sentence_count,4.1,14.0,13.0,14.0
document-document-document-level/lexical_diversity,0.9502190041930654,0.9800573016663112,0.9865819618582257,0.9886108276643991
token-token-token-level-high/word_length,2.0,3.0,3.0,3.0
token-token-token-level-high/word_syllables,1.0,1.0,1.0,1.0
token-token-token-level-high/ortho_neighbors,6.0,5.0,5.0,5.0
token-token-token-level-high/ortho_neighbors_+freq_cum,442.66999999999996,642.86,889.5399999999998,486.9800000000001
token-token-token-level-high/age_of_acquisition,4.35483870967742,4.71635150166852,4.81646273637375,4.45939933259177
token-token-token-level-high/complexity,1.0,1.0,1.0,1.0
token-token-token-level-low/familiarity,6.75,6.75,6.75,6.75
token-token-token-level-low/lexical_frequency,349.63800000000344,324.86,352.6460000000008,286.69
