,N1,N2,N3,N4
document-sentence-token-level/max_size_aux_verbs,0.0,0.0,1.0,2.0
document-sentence-token-level/max_size_passive,0.0,0.0,0.0,0.0
document-sentence-token-level/max_size_named_entities,2.0,2.0,2.0,2.0
document-sentence-token-level/max_size_np_pp_modifiers,1.6999999999999997,4.0,5.0,4.6499999999999995
document-sentence-token-level/max_size_subordination,0.0,7.0,12.0,17.0
document-sentence-token-level/max_size_coordination,1.0,1.0,1.0,1.0
document-document-token-level/total_token_ratio_aux_verbs,0.0,0.0,0.005555725775564917,0.0072390511170103145
document-document-token-level/total_token_ratio_passive,0.0,0.0,0.0,0.0
document-document-token-level/total_token_ratio_named_entities,0.051203807390817466,0.02917808877987784,0.032706699928724166,0.0276761620821727
document-document-token-level/total_token_ratio_subordination,0.0,0.10137474666080629,0.17731807585290651,0.2733091787439613
document-document-token-level/ratio_clitic_per_token,0.0,0.014842300556586264,0.015024783147459727,0.01770591893267002
document-document-token-level/ratio_post_clitic_pronouns_per_token,0.0,0.0,0.0,0.0
document-document-token-level/ratio_pre_clitic_pronouns_per_token,0.0,0.01186077643908969,0.012500859283701102,0.01770591893267002
document-document-token-level/ratio_named_entities_per_token,0.024577286177257997,0.02114961241744214,0.02144981238273921,0.019437379731675482
document-document-token-level/ratio_aux_verbs_per_token,0.0,0.0,0.0027778628877824585,0.0036195255585051572
document-document-token-level/ratio_subordination_per_token,0.0,0.022189542483660132,0.027522935779816515,0.03903767145620938
document-document-token-level/ratio_passive_per_token,0.0,0.0,0.0,0.0
document-document-token-level/sophisticated_ratio,0.2851364522417154,0.28363636363636363,0.32989296636085624,0.33862845901354255
document-document-token-level/concrete_ratio,0.27906976744186046,0.31305775374784955,0.3155563947633434,0.37791315906070005
document-document-token-level/hapax_legomena_lemma_ratio,0.13068360914105595,0.13665118590294897,0.18998917748917749,0.1908281694433157
document-document-token-level/ratio_aux_verbs_per_verb,0.0,0.0,0.02934966216216215,0.03629411764705882
document-document-token-level/ratio_subordination_per_verb,0.0,0.2912280701754386,0.4,0.4748015873015873
document-document-token-level/ratio_passive_per_verb,0.0,0.0,0.0,0.0
document-document-token-level/ratio_coordination_per_token,0.01421451355661882,0.017670498084291185,0.01893939393939394,0.022650540777550424
document-document-token-level/total_token_ratio_coordination,0.01803171029177221,0.01992156862745098,0.020708784155510727,0.026678639130000997
sentence-sentence-sentence-level/parse_depth,2.0,3.0,3.0,3.0
sentence-sentence-sentence-level/words_after_verb,1.0,1.0,2.0,2.0
sentence-sentence-sentence-level/words_before_verb,0.0,1.0,1.0,1.0
sentence-sentence-sentence-level/sentence_length,5.0,6.0,7.0,8.0
document-document-document-level/word_count,44.199999999999996,113.39999999999999,138.1,210.95
document-document-document-level/sentence_count,2.0,6.0,7.0,9.0
document-document-document-level/lexical_diversity,0.8751500668105664,0.9559299283405202,0.9716527245787424,0.9758992053656748
token-token-token-level-high/word_length,1.0,1.0,1.0,1.0
token-token-token-level-high/word_syllables,0.0,0.0,0.0,0.0
token-token-token-level-high/ortho_neighbors,1.0,1.0,0.0,0.0
token-token-token-level-high/ortho_neighbors_+freq_cum,12.969999999999999,4.87,4.03,4.459999999999998
token-token-token-level-high/age_of_acquisition,4.07230255839822,4.07230255839822,4.07230255839822,4.07230255839822
token-token-token-level-high/complexity,1.0,1.0,1.0,1.0
token-token-token-level-low/familiarity,6.92857142857143,6.92857142857143,6.92857142857143,6.92857142857143
token-token-token-level-low/lexical_frequency,18310.95,18310.95,18310.95,18310.95
