,N1,N2,N3,N4
document-sentence-token-level/max_size_aux_verbs,0.0,2.0,2.0,2.0
document-sentence-token-level/max_size_passive,0.0,0.0,0.0,0.0
document-sentence-token-level/max_size_named_entities,2.3999999999999995,2.0,2.0,2.0
document-sentence-token-level/max_size_np_pp_modifiers,2.3999999999999995,5.0,6.0,5.299999999999999
document-sentence-token-level/max_size_subordination,4.0,10.0,16.0,20.599999999999998
document-sentence-token-level/max_size_coordination,1.0,1.0,1.0,2.0
document-document-token-level/total_token_ratio_aux_verbs,0.0,0.009930545293335303,0.01613556223063863,0.015908869210842915
document-document-token-level/total_token_ratio_passive,0.0,0.0,0.0,0.0
document-document-token-level/total_token_ratio_named_entities,0.07425925925925926,0.054455938697318,0.047358394716789425,0.03721590909090909
document-document-token-level/total_token_ratio_subordination,0.076144578313253,0.17675026123301985,0.2497938164288618,0.3958734111989007
document-document-token-level/ratio_clitic_per_token,0.01131782945736434,0.03413075060532687,0.02681992337164751,0.03913537108277025
document-document-token-level/ratio_post_clitic_pronouns_per_token,0.0,0.0,0.0,0.0
document-document-token-level/ratio_pre_clitic_pronouns_per_token,0.009095607235142116,0.03094474153297682,0.02428368458441866,0.037452188578168226
document-document-token-level/ratio_named_entities_per_token,0.040196078431372545,0.03567453328636844,0.030311401305876444,0.02539197353279632
document-document-token-level/ratio_aux_verbs_per_token,0.0,0.0049310813434284605,0.008067781115319314,0.007334630350194552
document-document-token-level/ratio_subordination_per_token,0.015175935530200267,0.03187620889748549,0.038340927365317606,0.050335320417287624
document-document-token-level/ratio_passive_per_token,0.0,0.0,0.0,0.0
document-document-token-level/sophisticated_ratio,0.3481481481481481,0.3527170868347339,0.37190437141235094,0.3718222467845659
document-document-token-level/concrete_ratio,0.3044056824312174,0.3880629346710751,0.39846303104575165,0.4020878681177977
document-document-token-level/hapax_legomena_lemma_ratio,0.3687711552612215,0.20416439847577572,0.23487023139462163,0.23886835546570576
document-document-token-level/ratio_aux_verbs_per_verb,0.0,0.049047619047619034,0.07707390648567118,0.0633986928104575
document-document-token-level/ratio_subordination_per_verb,0.11884057971014489,0.41935483870967744,0.5,0.56875
document-document-token-level/ratio_passive_per_verb,0.0,0.0,0.0,0.0
document-document-token-level/ratio_coordination_per_token,0.021067031463748286,0.024155737108778393,0.02394255319148936,0.027237354085603113
document-document-token-level/total_token_ratio_coordination,0.030438691118302767,0.029010989010989006,0.02859198355601233,0.02868167202572347
sentence-sentence-sentence-level/parse_depth,3.0,3.0,4.0,4.0
sentence-sentence-sentence-level/words_after_verb,2.0,2.0,2.0,2.0
sentence-sentence-sentence-level/words_before_verb,1.0,1.0,1.0,1.0
sentence-sentence-sentence-level/sentence_length,7.0,8.0,10.0,11.0
document-document-document-level/word_count,54.8,146.0,177.1,234.2
document-document-document-level/sentence_count,3.0,10.0,10.0,12.299999999999999
document-document-document-level/lexical_diversity,0.9396453701337422,0.9685015197568388,0.9799113221884499,0.983859831312535
token-token-token-level-high/word_length,2.0,2.0,2.0,2.0
token-token-token-level-high/word_syllables,0.0,1.0,1.0,1.0
token-token-token-level-high/ortho_neighbors,3.0,2.0,2.0,2.0
token-token-token-level-high/ortho_neighbors_+freq_cum,42.870000000000005,67.99,68.00999999999999,51.741999999999926
token-token-token-level-high/age_of_acquisition,4.07230255839822,4.07230255839822,4.07230255839822,4.07230255839822
token-token-token-level-high/complexity,1.0,1.0,1.0,1.0
token-token-token-level-low/familiarity,6.92857142857143,6.89285714285714,6.89285714285714,6.89285714285714
token-token-token-level-low/lexical_frequency,6501.82,6501.82,6587.77,6501.82
