,N1,N2,N3,N4
document-sentence-token-level/max_size_aux_verbs,2.0,2.0,3.0,2.0
document-sentence-token-level/max_size_passive,2.0,2.0,2.0,2.0
document-sentence-token-level/max_size_named_entities,4.9999999999999964,6.800000000000011,7.0,5.0
document-sentence-token-level/max_size_np_pp_modifiers,17.2,13.800000000000011,16.0,13.700000000000006
document-sentence-token-level/max_size_subordination,20.199999999999996,24.0,36.30000000000001,46.60000000000001
document-sentence-token-level/max_size_coordination,4.199999999999999,3.0,5.0,4.900000000000002
document-document-token-level/total_token_ratio_aux_verbs,0.10880691259554667,0.08634010354440462,0.07545749513303053,0.04457128977410736
document-document-token-level/total_token_ratio_passive,0.01270558694287506,0.014641319750808802,0.016992611907866148,0.016384533143264435
document-document-token-level/total_token_ratio_named_entities,0.24850878925538214,0.19588477366255153,0.16946581828943474,0.11560908734821779
document-document-token-level/total_token_ratio_subordination,0.46182170542635653,0.46867306387515756,0.5766825154242374,0.590337082613448
document-document-token-level/ratio_clitic_per_token,0.1588235294117647,0.11396378269617707,0.1045015067805124,0.1057076619301153
document-document-token-level/ratio_post_clitic_pronouns_per_token,0.04793339280404399,0.008620971967513756,0.008870103583759975,0.005385075818036716
document-document-token-level/ratio_pre_clitic_pronouns_per_token,0.12706632892391403,0.11298545765611641,0.10172536283365473,0.10305808935168027
document-document-token-level/ratio_named_entities_per_token,0.1219669375175119,0.09445614035087721,0.08046364485011928,0.07530923206164368
document-document-token-level/ratio_aux_verbs_per_token,0.05244267198404785,0.04131071190951434,0.03700047106854048,0.02228564488705368
document-document-token-level/ratio_subordination_per_token,0.07124183006535947,0.08128575544305883,0.08444280598272595,0.09067894131185271
document-document-token-level/ratio_passive_per_token,0.00635279347143753,0.007190767409745518,0.007788561313556737,0.008192266571632217
document-document-token-level/sophisticated_ratio,0.6507254281662486,0.6170739753838346,0.5809041835357626,0.5567927820478842
document-document-token-level/concrete_ratio,0.6838596491228071,0.6376175548589342,0.6229481173000174,0.5630074624397879
document-document-token-level/hapax_legomena_lemma_ratio,0.6265159955435302,0.46162597533350114,0.4505511891395326,0.4171425489067894
document-document-token-level/ratio_aux_verbs_per_verb,0.6133333333333333,0.37368421052631584,0.35503685503685517,0.28021978021978033
document-document-token-level/ratio_subordination_per_verb,0.7999999999999998,0.7701818181818183,0.8197860962566845,0.8402476780185758
document-document-token-level/ratio_passive_per_verb,0.06309523809523804,0.08872727272727285,0.08100000000000004,0.09015151515151516
document-document-token-level/ratio_coordination_per_token,0.07327814569536423,0.05995747696669031,0.05400955578512398,0.050452828060677836
document-document-token-level/total_token_ratio_coordination,0.1602797827219287,0.07639639639639641,0.07986854460093896,0.07391370321797473
sentence-sentence-sentence-level/parse_depth,6.0,6.0,7.0,8.0
sentence-sentence-sentence-level/words_after_verb,4.0,4.0,4.0,4.0
sentence-sentence-sentence-level/words_before_verb,3.0,3.0,4.0,4.0
sentence-sentence-sentence-level/sentence_length,25.200000000000017,25.0,32.0,39.0
document-document-document-level/word_count,167.2,291.8,316.3,314.9
document-document-document-level/sentence_count,21.2,27.0,26.0,20.900000000000002
document-document-document-level/lexical_diversity,1.0,0.9992578187761433,1.0,1.0
token-token-token-level-high/word_length,7.0,8.0,8.0,9.0
token-token-token-level-high/word_syllables,2.0,2.0,2.0,3.0
token-token-token-level-high/ortho_neighbors,19.0,19.0,19.0,19.0
token-token-token-level-high/ortho_neighbors_+freq_cum,78070.8,61689.729999999996,61689.729999999996,61689.729999999996
token-token-token-level-high/age_of_acquisition,5.99221357063404,5.9928809788654105,5.99221357063404,5.95357142857143
token-token-token-level-high/complexity,3.0,3.0,3.0,3.0
token-token-token-level-low/familiarity,4.85714285714286,4.63,4.54,4.56
token-token-token-level-low/lexical_frequency,1e-10,1e-10,1e-10,1e-10
