,N1,N2,N3,N4
document-sentence-token-level/max_size_aux_verbs,0.0,1.0,2.0,2.0
document-sentence-token-level/max_size_passive,0.0,0.0,0.0,0.0
document-sentence-token-level/max_size_named_entities,2.0,2.0,2.0,2.0
document-sentence-token-level/max_size_np_pp_modifiers,2.0,4.0,6.0,5.0
document-sentence-token-level/max_size_subordination,4.0,9.0,14.0,19.5
document-sentence-token-level/max_size_coordination,1.0,1.0,1.0,1.0
document-document-token-level/total_token_ratio_aux_verbs,0.0,0.006329113924050633,0.011765343743222727,0.014440993788819877
document-document-token-level/total_token_ratio_passive,0.0,0.0,0.0,0.0
document-document-token-level/total_token_ratio_named_entities,0.06413398692810457,0.04644808743169399,0.04352139406487232,0.036087345801830484
document-document-token-level/total_token_ratio_subordination,0.046866893410964436,0.15733333333333333,0.22631527272177998,0.3732202417967583
document-document-token-level/ratio_clitic_per_token,0.005555555555555556,0.027972027972027972,0.02175604190436677,0.03440515118485326
document-document-token-level/ratio_post_clitic_pronouns_per_token,0.0,0.0,0.0,0.0
document-document-token-level/ratio_pre_clitic_pronouns_per_token,0.003703703703703704,0.022727272727272728,0.021052631578947368,0.03231601469460256
document-document-token-level/ratio_named_entities_per_token,0.03655699567962778,0.03076923076923077,0.0271510042152244,0.022070234779148427
document-document-token-level/ratio_aux_verbs_per_token,0.0,0.0031645569620253164,0.005882671871611364,0.0061395931032051055
document-document-token-level/ratio_subordination_per_token,0.010808785380757479,0.030303030303030304,0.03517068250334338,0.04686747260026496
document-document-token-level/ratio_passive_per_token,0.0,0.0,0.0,0.0
document-document-token-level/sophisticated_ratio,0.3308457711442786,0.34054054054054056,0.3618263971792665,0.3597330811597873
document-document-token-level/concrete_ratio,0.2948847993044486,0.37362637362637363,0.3731181350334127,0.3912290455011974
document-document-token-level/hapax_legomena_lemma_ratio,0.2843522948786107,0.18875502008032127,0.2156545515330977,0.2147713755771053
document-document-token-level/ratio_aux_verbs_per_verb,0.0,0.03225806451612903,0.05524642289348172,0.05137844611528822
document-document-token-level/ratio_subordination_per_verb,0.043478260869565216,0.3684210526315789,0.4729411764705882,0.5378787878787878
document-document-token-level/ratio_passive_per_verb,0.0,0.0,0.0,0.0
document-document-token-level/ratio_coordination_per_token,0.01827849783981389,0.022727272727272728,0.02261487492197628,0.02489754098360656
document-document-token-level/total_token_ratio_coordination,0.02619101377286069,0.02553191489361702,0.027004296793125132,0.028316163976210704
sentence-sentence-sentence-level/parse_depth,3.0,3.0,3.0,4.0
sentence-sentence-sentence-level/words_after_verb,2.0,2.0,2.0,2.0
sentence-sentence-sentence-level/words_before_verb,1.0,1.0,1.0,1.0
sentence-sentence-sentence-level/sentence_length,6.0,8.0,9.0,10.0
document-document-document-level/word_count,52.5,139.0,167.25,227.75
document-document-document-level/sentence_count,3.0,9.0,10.0,11.75
document-document-document-level/lexical_diversity,0.911408681070977,0.9648373983739839,0.977525328810349,0.9815412825577992
token-token-token-level-high/word_length,2.0,2.0,2.0,2.0
token-token-token-level-high/word_syllables,0.0,1.0,1.0,1.0
token-token-token-level-high/ortho_neighbors,2.0,2.0,2.0,2.0
token-token-token-level-high/ortho_neighbors_+freq_cum,32.57,28.26,32.57,28.74
token-token-token-level-high/age_of_acquisition,4.07230255839822,4.07230255839822,4.07230255839822,4.07230255839822
token-token-token-level-high/complexity,1.0,1.0,1.0,1.0
token-token-token-level-low/familiarity,5.88,5.53571428571429,5.53571428571429,5.53571428571429
token-token-token-level-low/lexical_frequency,1e-10,1e-10,1e-10,1e-10
